S1 Distance from wall,S2 Distance from wall
31.3032,28.7251
20.8201,48.295
30.277,34.7683
32.7155,30.6979
17.2064,14.9691
30.8717,9.61597
39.6848,9.56194
15.1419,5.6773
29.8275,39.4216
24.4564,22.418
39.6438,19.1248
26.6372,47.2754
15.4064,27.5528
14.3606,21.6407
31.5651,41.382
44.7753,12.8682
20.1071,15.5954
11.1633,45.3841
45.3637,38.8788
26.082,12.5701
48.8479,6.95366
17.1861,38.5327
11.5156,27.328
39.21,36.3431
16.7496,13.6664
8.76109,6.39336
27.7912,30.3983
48.6688,38.1976
7.95107,13.0293
9.83827,34.5161
49.4113,49.6136
42.3844,19.5183
15.209,48.5477
14.9024,10.5727
37.4264,35.9844
18.1428,36.2743
37.9381,30.329
24.807,44.4537
7.65696,14.0171
30.7967,19.4065
22.6834,34.5578
20.7999,45.4746
14.9561,19.4687
33.6722,17.9071
27.498,38.5105
47.4233,26.9093
38.1241,39.8076
41.4276,48.3331
38.3553,6.33007
8.9058,25.7817
37.3145,22.0486
12.0561,25.2525
47.3776,31.8631
19.7062,5.03455
40.8802,45.5029
19.4411,13.5636
30.0607,35.241
9.03826,40.0168
49.7096,37.7105
7.92396,27.2076
26.221,5.34722
49.1169,14.3452
40.1549,40.5446
12.6783,28.5101
41.8746,16.5841
49.2919,29.1891
33.6327,11.3479
49.4417,31.0103
38.211,19.1478
31.0448,29.0912
14.6508,45.4859
37.6548,39.7115
30.7269,41.6931
29.7283,30.4365
29.4036,32.6523
7.64414,5.62465
32.9995,6.76108
14.9698,23.1544
42.3056,22.6481
46.6645,34.1803
34.2321,45.9564
13.3694,17.8648
7.30435,12.8111
43.8751,40.5154
26.9589,24.9199
19.6066,36.6097
20.4058,7.26145
26.3212,46.1327
43.9545,6.04954
26.5692,23.3582
33.7018,29.2133
23.9828,16.7014
30.9744,33.9526
34.8557,23.2801
6.60068,31.5203
7.46036,35.8328
27.4767,15.8298
48.6976,29.781
23.6408,42.5727
20.2964,45.5997
17.4926,34.903
32.2094,32.8984
37.1645,8.53063
29.0311,31.119
9.58017,5.60033
49.4772,38.282
29.8137,23.46
49.9834,10.7881
7.4126,34.8391
29.0681,9.01328
16.3594,31.5285
39.8461,38.836
42.3583,38.5437
18.617,15.9991
31.1164,33.9134
11.5988,43.609
18.8165,38.8083
26.5074,5.98093
42.3389,5.53857
32.0999,46.9191
6.1389,31.5771
35.2011,30.9526
5.03709,35.1845
36.7406,7.44969
20.0236,15.8088
11.463,31.3829
42.3373,46.309
20.219,34.6955
34.8527,33.836
45.6947,15.9691
17.7495,7.2935
9.57809,31.5659
41.1018,31.0855
32.5468,33.4407
31.6241,14.6468
30.3598,32.763
41.2239,15.5609
13.7155,41.261
45.7453,45.4562
43.7107,15.7689
11.265,5.17362
42.1518,48.6022
46.4827,12.3708
33.2978,31.3354
41.2068,28.9924
42.3045,8.95628
31.2859,46.8826
35.5222,22.3877
27.9681,18.069
5.82841,9.59217
27.7158,31.1882
37.3552,18.9397
41.749,46.0707
10.2007,37.4944
41.5269,48.9113
48.2633,47.7919
49.085,40.4151
46.3941,45.5676
47.7859,29.6919
26.903,38.9927
8.68431,19.2075
42.949,34.9702
16.09,28.4712
7.35797,39.0581
41.5403,8.18638
43.6503,19.2561
34.3746,31.0054
33.1958,26.1236
27.0761,38.3964
13.618,18.603
37.3078,11.8813
16.3949,36.3927
47.2964,12.789
31.9604,45.0823
37.4809,8.86335
34.0751,41.1652
23.0708,27.0241
26.1354,34.1608
5.49531,28.4934
23.2189,42.0356
31.6798,16.8691
11.2916,16.0543
42.8746,39.4874
37.1779,19.9507
27.8838,45.7959
33.5537,15.1916
7.67716,44.9486
46.5844,49.9735
7.73763,28.5447
45.0559,40.2185
32.4081,29.1309
31.3836,5.47887
6.15501,7.51906
34.6397,6.65032
31.0124,7.85856
43.6859,12.6922
19.7277,49.9775
23.7465,12.6023
39.4649,10.9244
27.553,17.3488
6.72029,11.1067
27.5404,9.39745
6.05539,24.1248
9.37099,8.79302
47.6695,49.4268
44.0115,30.0776
28.5578,25.3952
30.5564,29.7128
27.9142,15.1961
31.3631,8.92665
18.0547,25.049
16.6188,32.7824
25.0265,35.3653
40.3847,14.4914
41.2897,17.9377
26.8402,43.01
24.0444,49.3806
47.4075,25.0998
23.5054,6.77845
28.8928,21.1748
6.20529,22.9043
46.2524,29.7631
43.2995,26.8089
9.47583,21.2137
37.005,35.8389
25.1404,5.05966
10.8879,36.7592
32.842,30.9144
22.1245,23.2267
40.4058,13.4142
36.1644,17.246
6.42423,10.2088
16.6266,48.8317
30.3086,35.1319
5.61013,9.20146
6.30678,6.81542
27.1058,47.5592
31.5785,20.4053
24.3681,36.0543
36.619,11.373
21.8932,11.7594
11.4327,27.7811
43.5186,39.2747
8.69551,15.6431
12.5015,44.1013
24.0573,43.6659
11.3473,25.4815
48.8747,22.9739
24.3132,29.1833
8.10581,24.9233
33.3848,9.41259
26.7387,10.4906
6.97178,8.31721
25.8959,26.3398
39.3715,12.5149
32.7129,11.2647
19.2743,39.1456
34.0459,12.7928
28.4203,37.7414
23.4359,35.9218
31.8427,42.4932
29.5877,38.19
17.9747,28.4624
11.1639,37.2879
7.64569,14.2697
12.2112,36.0305
18.6823,33.9499
41.5211,20.654
37.2671,17.417
41.9939,26.6386
24.9319,24.7068
32.9034,39.2062
13.8523,16.9492
46.999,37.2727
49.6906,20.4349
23.1944,31.5333
12.9281,47.7821
19.7233,25.9027
26.2445,25.8872
13.1906,28.8902
35.1568,20.4018
14.9206,48.8391
49.3517,6.44172
19.4931,36.6188
18.8587,11.487
13.2575,38.7906
31.1938,41.1609
27.9967,40.0461
8.11012,24.9957
27.3188,7.80074
40.4306,45.5132
34.334,48.3587
43.2953,49.0573
24.2614,19.5398
24.9445,32.452
43.43,10.1013
47.8538,8.3506
8.94042,47.2055
9.79232,23.4336
33.8244,23.651
29.9206,42.0819
12.4416,11.1144
33.2427,35.4383
46.1605,36.3529
10.434,23.4793
39.1536,45.8647
18.9925,23.4876
44.2234,12.2878
22.545,18.4848
26.8276,42.4894
45.9369,20.2576
47.5908,43.7907
23.6082,6.53118
40.9962,28.4005
24.9647,24.8206
47.0515,49.8853
16.9025,9.49311
10.9997,45.1452
39.9314,7.16018
31.4981,45.3655
25.6395,20.6517
41.2302,39.632
39.1393,35.4535
46.9198,11.6842
48.9383,23.7474
49.1737,44.8752
39.005,46.7645
38.6659,12.6132
48.2956,29.6622
36.0137,23.2604
49.4828,33.0653
23.1457,16.3853
37.5584,29.1454
11.5305,27.4898
31.3056,38.0286
22.8553,6.94501
8.68022,14.0854
41.577,42.8195
44.539,38.4967
49.5037,43.4773
12.2442,48.6774
38.3525,46.2492
45.4419,27.0184
8.8624,43.7375
6.6806,39.8761
16.9979,6.16339
22.9414,35.1436
17.5487,10.4998
14.289,24.0792
32.9896,40.5945
12.1077,5.84484
42.5395,15.7879
14.9303,34.1165
8.60745,9.46924
22.6132,8.1112
47.9465,29.8574
6.78864,36.2991
26.1066,47.2305
13.3175,29.969
40.968,14.9981
19.8451,7.96594
16.1615,37.7865
38.1095,28.7101
43.2863,47.3985
47.7893,26.2758
37.993,9.89702
27.1207,30.5325
20.685,37.051
14.649,24.2924
41.5202,32.2622
27.4036,39.4667
12.1196,29.1923
25.7658,33.2262
26.4228,34.0833
13.1952,17.3908
44.0814,28.0403
20.3568,10.2429
15.8268,8.4663
33.953,9.11312
5.86478,31.7423
30.389,38.8578
36.6393,7.50964
19.3903,7.32429
39.5606,29.0393
26.6167,31.0808
11.3015,49.0203
20.5475,18.4211
28.2126,41.3133
46.6474,49.6354
25.3966,9.84259
17.0262,19.478
32.8829,32.383
24.7209,43.7098
35.8493,8.67388
47.8229,36.714
35.4162,28.2119
25.5718,22.0555
30.7215,39.9621
24.3798,20.2821
19.0014,45.9965
46.3629,25.3029
45.0168,16.9104
38.724,23.2294
8.22379,35.3714
22.8648,28.6204
40.214,34.8909
43.0984,23.0969
17.2739,17.8193
16.8067,48.1232
21.4932,14.6296
34.8372,6.90938
37.8414,10.409
23.9649,18.5629
45.3711,43.3447
33.845,14.3725
39.3411,30.2079
34.6754,34.358
42.1184,23.3994
7.58735,45.3422
8.77073,25.4521
23.9626,43.9847
10.3431,17.061
17.0816,22.617
29.8804,28.8883
20.7401,46.3736
38.5179,5.57737
48.2829,26.3593
10.9864,22.2478
39.9223,6.35753
15.5925,23.7673
15.73,49.9336
48.9752,45.4054
34.2916,41.0936
18.8047,36.8789
36.4358,22.5755
12.3311,10.3984
16.5602,17.6741
22.4594,28.6418
35.2911,47.3398
7.53005,6.03122
43.7133,41.0479
6.60859,41.9963
17.4072,12.595
14.2441,7.32948
13.9525,24.8366
26.0968,24.6826
24.7702,25.072
20.0879,9.0618
16.1656,33.8927
40.9407,47.6014
6.46813,48.2718
7.99978,18.0283
15.9459,25.4592
41.6701,46.237
22.799,44.2001
47.2682,16.5123
35.248,48.8768
8.50856,47.6552
11.4718,17.7526
49.9847,20.4243
37.5892,26.0815
40.1069,12.3594
46.1535,10.1948
16.4212,12.3191
39.0875,7.36198
9.92051,40.5556
5.63379,12.9203
8.58389,16.5797
33.3795,45.2539
12.8167,6.17842
39.454,10.0849
17.6907,24.702
8.9617,21.1993
22.3573,15.4335
33.9519,22.342
30.8578,21.5411
43.4235,20.9647
28.9006,39.577
26.1595,40.3218
46.8961,15.247
42.6838,6.81657
5.8026,43.3176
14.7369,9.38649
9.89727,43.1163
49.6404,17.714
44.2948,39.0945
22.7989,11.9855
13.7965,26.7605
28.1847,31.1538
37.194,12.1366
48.4958,18.0519
28.6778,41.9193
34.0166,7.57835
31.4962,10.1761
42.9002,28.3923
20.4231,35.5839
30.2089,21.2257
28.9015,39.9457
25.6122,33.7988
33.062,25.2526
46.5127,27.3568
14.3471,19.3116
34.3423,23.1436
41.0721,12.527
49.2974,28.2662
19.6637,47.7932
41.318,43.3414
39.7124,25.3346
45.9198,21.2086
30.5106,38.8199
44.6009,45.9337
24.4039,24.8098
17.1594,48.3054
14.7555,37.7715
32.1041,42.8175
13.0241,28.6169
20.1743,22.3712
42.9284,49.5166
40.5148,34.0006
12.0436,39.8121
12.2667,26.7073
37.6053,48.5847
20.0487,27.3177
23.9193,15.9685
43.5264,49.4299
49.7884,38.1273
45.3637,24.1923
12.937,12.523
22.4977,22.6925
45.2946,49.6018
15.5101,8.3187
28.2187,30.6844
25.6899,21.1471
30.201,16.2046
5.14769,37.2447
6.01677,12.4144
13.952,38.6221
10.9991,29.0007
15.9398,29.9184
39.9692,9.46614
29.3484,39.7576
42.5934,24.712
13.9499,5.53047
32.2351,31.4476
23.223,27.5296
31.0495,33.7331
30.8483,9.26815
14.4175,6.53823
25.4153,39.6185
17.7429,25.563
26.8632,18.7596
32.9774,35.8152
7.38169,38.9765
14.8159,18.3215
18.8949,49.7851
22.7876,43.2433
39.5427,15.381
17.9553,48.4926
15.9115,45.1903
29.9402,34.1345
22.72,10.9897
17.8676,48.5683
15.2578,27.2851
5.10655,35.6731
16.9036,17.8494
11.2361,38.7669
31.609,39.2135
24.582,33.9907
28.19,34.3979
47.3122,42.0849
34.183,20.0998
35.3282,23.7257
30.4808,48.2834
22.2183,41.3923
43.4738,47.1585
25.5268,16.1938
8.14821,38.3944
14.7621,18.4061
15.6795,14.8686
49.0792,27.5831
27.718,10.3153
16.3499,9.32709
44.5288,35.932
38.3178,22.7187
20.3299,35.63
14.8036,49.5129
5.72985,45.1318
23.2385,31.2107
43.4152,40.4568
22.603,36.889
37.6153,43.1298
48.0827,40.7635
31.5242,12.8448
9.16956,42.2037
22.7135,8.24875
19.7868,45.4315
13.564,31.1367
49.7586,8.0928
17.0687,38.0764
25.8115,32.3986
23.7064,35.6152
31.9114,24.4363
30.7469,5.14995
5.64698,24.1622
40.6067,23.25
11.0512,28.222
16.3798,9.1339
18.9856,42.904
16.9787,23.1551
35.1077,34.6922
26.4039,49.8945
30.1237,34.9679
31.0312,29.8823
38.0607,43.0998
17.9587,13.8722
25.4984,36.6651
44.4874,7.4098
11.1014,25.2343
7.55975,11.7484
44.3965,43.1665
29.9984,5.44766
21.3885,41.3782
9.58156,35.3741
34.2822,21.5603
8.52921,19.3899
6.25247,29.9331
19.2844,31.3761
14.901,45.3156
11.2584,47.9617
38.4154,24.2171
11.8339,13.9137
10.8822,6.32132
16.3235,16.9835
26.5557,18.8833
23.7319,20.9522
12.0498,48.7302
21.3998,28.4383
40.1084,25.9814
13.8124,24.3906
42.5417,17.3416
38.7806,43.7942
42.2747,8.06497
25.1703,7.17569
48.3805,31.4287
5.13737,36.7959
5.64577,11.9713
45.7096,11.5279
13.2926,12.0332
23.5115,34.8483
25.9165,42.2434
5.80046,32.9662
40.9736,22.2003
11.4045,31.082
43.1817,20.217
5.47268,35.7234
32.5586,39.2533
29.5175,24.8333
42.3182,49.6879
27.009,40.6987
31.1166,27.1464
27.4946,31.7623
34.1176,23.2043
38.2903,42.4103
30.2374,11.8017
27.2585,6.15387
49.0451,28.059
34.1201,40.0187
45.2593,40.5246
21.1007,38.441
10.7416,21.5734
24.1644,38.3002
10.8267,48.6819
13.1335,48.1449
48.3698,35.1425
38.8436,29.4864
12.2889,16.3382
11.2487,41.4065
34.5425,44.539
33.8168,14.7799
6.3407,11.0753
15.9338,5.38579
34.1343,45.0539
40.4045,29.3936
35.5785,11.5052
17.8346,41.3201
28.0786,36.999
29.6203,33.9053
35.6809,37.7538
32.0501,34.0507
22.8964,20.8938
13.5371,30.1852
32.232,19.7858
21.5917,16.7745
14.3248,5.40849
26.5544,15.6655
11.4838,37.4882
16.0513,40.6181
32.5421,6.45574
20.0117,18.1206
12.9609,32.8463
9.44072,36.0396
19.8453,34.0611
19.9448,5.52617
21.8149,46.995
34.5769,39.7113
17.8887,43.114
19.8965,45.1207
12.8997,36.4882
11.8952,22.2245
36.8967,33.4496
32.89,43.3805
20.9378,43.9412
33.9986,48.4799
45.397,49.0103
16.6005,8.35791
31.8565,21.0412
39.3975,46.7018
5.10227,9.34229
47.228,21.9172
6.33725,31.8048
11.6284,19.226
24.9188,26.5249
14.3467,32.8185
13.0131,21.2419
5.04305,44.9099
49.6916,32.933
38.2904,20.6294
26.8743,22.2889
19.1093,22.2712
21.2992,30.7098
25.6291,48.1558
46.751,15.0266
44.8575,46.8533
19.3689,42.0855
18.7704,20.7062
23.8903,25.3989
34.9321,43.8091
46.9238,44.2788
26.6277,9.93696
15.5208,26.6707
49.8468,15.2123
9.60377,38.1372
30.8417,31.478
10.4261,44.951
48.7493,26.7253
25.6608,24.3784
24.8811,22.4118
34.405,19.7386
19.265,48.7739
11.8241,33.0355
19.4801,30.7145
8.43434,49.4122
24.5236,5.35815
43.6911,46.1513
10.2951,9.21184
22.822,10.1419
19.4242,27.4258
43.2791,45.2659
8.90382,48.7052
40.2169,7.6531
25.4305,15.8777
27.0315,45.3116
33.2894,11.4366
15.0502,47.5544
10.2105,21.8743
30.5899,24.6906
47.5888,34.0242
24.1028,22.1124
34.3824,17.7939
18.2637,39.6775
22.0057,36.0857
44.8194,36.4299
13.5115,38.0986
31.6958,17.4154
36.8038,21.9127
20.0684,12.2343
32.7903,42.1
7.54591,16.0798
48.5365,17.5961
13.6342,8.74701
34.4705,39.2241
28.4376,32.0593
23.2484,47.5404
49.1717,7.63075
15.3343,17.4354
42.3083,32.3401
48.5211,37.1277
18.77,12.0327
25.2263,45.4658
24.448,12.03
17.3784,39.5165
19.2643,45.1688
31.6164,21.8102
11.2485,30.153
34.4064,19.8827
33.9,18.8769
9.10685,12.3376
45.9361,27.3552
9.87801,45.1078
29.986,20.2124
12.5433,22.2942
47.5524,11.0644
9.42192,16.3224
18.0971,29.6482
11.7882,37.5451
36.6782,24.1666
27.0616,5.94254
19.3354,8.67805
22.7528,25.5839
33.831,7.15917
40.4666,17.731
21.036,44.5735
25.0686,16.9722
21.9287,29.9466
12.08,46.9147
45.1589,19.6232
19.2089,42.7114
25.6876,23.6308
9.03378,38.7847
48.279,15.822
26.3299,34.9572
34.9886,48.3915
35.8997,49.3239
7.06951,8.65252
24.9078,35.9005
10.8117,15.3745
48.6315,26.8477
9.94797,23.7001
38.8199,26.8767
48.6467,45.8999
23.7913,43.8056
15.5231,38.0002
36.517,36.2108
11.631,40.5508
24.9955,9.90998
6.37273,46.3253
39.8672,36.3613
44.7168,25.7669
35.6852,46.7863
29.4194,10.5931
32.6869,35.2311
20.9675,31.3184
12.0788,25.9155
5.01848,45.8987
47.7922,48.6652
41.7985,21.5835
42.4708,7.32166
9.58372,28.9878
38.5324,16.2147
19.5386,13.5279
21.1247,20.9113
9.85326,10.9919
7.27258,49.5701
31.7588,37.9578
46.3564,11.1782
43.5509,29.0432
41.4093,14.5184
10.3616,48.4881
35.4339,10.3801
44.3868,33.2261
9.04526,36.1853
49.8096,46.5161
38.507,9.39334
25.5038,27.0394
20.6081,40.0424
35.5673,36.7328
10.9537,40.4206
42.7246,13.2263
39.9906,24.4834
46.1841,36.347
30.6616,39.735
15.3903,22.0708
49.2534,20.7519
20.5589,34.6873
26.132,14.9457
17.9134,30.1772
46.131,17.723
26.6933,34.6379
22.1163,47.1972
11.6773,37.7244
37.2396,42.2446
24.4572,43.1933
32.6651,17.1818
6.41957,22.6558
36.6652,47.6037
9.0028,17.3268
37.3386,19.3931
34.3976,36.592
35.145,49.9565
21.2793,11.2769
14.9021,34.1927
36.4542,11.0331
46.9157,13.1475
40.671,19.032
10.3447,47.3483
6.75646,42.5842
39.5929,26.2136
35.7775,22.2581
38.3955,37.1971
39.9138,25.0607
34.8007,43.9166
37.3875,22.1394
13.3097,21.785
8.73139,43.4547
21.7415,25.0107
49.7316,31.6437
9.20339,36.1858
37.6768,6.11909
44.3333,28.3478
20.1511,49.6779
25.6961,21.9076
42.2622,15.289
43.1212,28.0397
32.547,31.5167
15.2367,22.4609
6.5774,45.0375
16.3775,38.9649
17.1768,24.6872
10.7499,20.9082
18.1418,27.4914
40.9189,17.8734
9.1351,45.1223
49.0592,41.8119
46.2414,43.3925
20.1596,16.3925
43.0705,40.8557
33.3001,35.3326
6.14467,26.4214
13.3723,33.6917
7.93808,23.609
6.15256,9.51548
18.6464,17.5301
43.4803,30.8233
37.2173,49.2303
46.7315,5.35911
26.7217,37.6504
18.2326,30.8568
32.7727,17.2918
22.6687,29.0141
10.6843,37.8283
40.4067,48.7548
28.684,23.7068
34.0874,29.8286
45.1282,42.4596
13.5203,48.0662
16.0686,14.6729
7.58173,29.7151
27.2029,46.0621
10.5383,14.4202
45.2923,7.26983
14.7793,22.014
39.9203,28.0119
47.8708,22.693
40.3036,20.5395
46.7071,45.9879
8.36774,37.1138
44.7427,32.0517
10.8206,28.8301
11.8803,5.94876
21.2897,20.4007
49.015,32.3583
30.0736,6.59672
12.0734,7.27651
47.6588,17.6117
16.6967,42.9511
19.8815,26.476
14.9651,9.80179
49.4879,12.836
27.4948,39.7915
28.3754,24.2019
35.7795,31.7432
11.3157,30.5222
13.7949,17.1363
9.35225,20.6752
18.0851,25.642
36.0759,17.1001
8.00028,16.1495
18.6968,15.0737
18.426,16.3556
27.6854,30.1227
9.3067,42.5669
6.59871,19.2718
47.3687,6.0866
27.1078,24.8635
40.8781,5.48326
44.0654,26.6576
32.2265,5.38109
7.17979,41.0213
17.5174,11.532
11.6966,30.6024
32.174,42.7725
42.7025,35.1743
8.92192,11.3993
45.2479,22.3479
22.7549,22.9333
47.4706,27.0616
15.5002,49.0693
41.3334,12.8689
5.15587,18.4412
32.7324,41.034
18.9245,26.7978
17.6916,46.1509
27.1788,19.8714
37.1723,39.6962
26.4035,43.8689
20.2987,8.57746
36.6413,13.0012
38.7517,40.5633
19.4005,33.9997
12.9111,37.1553
6.93296,10.3817
14.2169,17.4332
9.45099,5.55032
25.302,9.60686
18.9916,8.03442
45.6409,32.916
29.8322,13.3325
29.067,7.01101
28.2039,16.2393
41.7072,49.6073
10.1081,12.0059
8.1848,41.7495
20.0071,41.9365
32.3127,34.4076
25.9362,40.2239
21.5629,27.8692
45.6056,30.7798
40.3023,5.0566
31.3302,15.6044
9.66347,45.3217
18.6388,5.30433
28.2378,43.471
13.6368,7.30476
45.482,36.8407
18.544,37.1892
36.448,23.6522
44.1951,39.6328
15.4017,14.2023
31.5694,42.7144
43.6098,7.50558
32.9383,15.1728
30.3747,28.5439
40.9526,20.6771
28.6005,22.2828
31.2815,33.264
17.6045,44.9203
33.5683,40.8422
38.3912,42.2051
43.147,33.8732
29.0458,11.691
21.0624,15.4939
30.3432,15.2575
5.1267,40.7449
24.4598,31.6961
33.4593,18.0696
34.2017,16.3976
28.2424,14.5764
39.9415,19.195
30.2535,18.5421
36.4778,11.5349
46.806,49.0823
6.45519,30.3744
39.9245,39.8464
22.5795,33.0715
23.7196,46.6253
39.7625,39.782
12.1192,20.1058
5.03955,12.2459
10.8507,24.4993
38.9419,39.31
37.569,23.1436
5.7076,15.8114
32.72,40.6491
30.0064,12.9735
9.1912,16.4842
19.5084,5.99724
15.5665,20.9636
31.3716,5.49101
10.81,48.9511
33.5625,29.5296
45.5764,23.3251
19.3116,7.69557
38.4308,19.3512
14.9414,44.2815
38.8505,48.8834
33.5915,26.4195
22.027,34.2991
37.2309,49.747
24.9482,17.2373
12.7205,29.1394
28.7216,27.2289
30.1367,39.2881
43.1925,11.5083
39.7791,49.0025
10.4593,23.3416
28.5321,6.03574
41.6667,42.8437
8.73131,30.0975
12.1949,18.6728
24.379,46.0454
17.5562,7.97048
22.4649,34.5832
37.2696,9.69577
34.3302,12.2178
21.9331,42.0506
36.3572,45.6547
19.2795,16.4939
34.9427,12.472
23.0021,24.7218
11.4745,28.4615
43.0634,35.0067
29.4972,34.73
27.8504,33.2285
14.8275,35.0452
46.9013,34.2065
31.0906,14.4574
37.177,48.5555
44.0406,24.4466
8.25127,28.3708
31.6644,25.1844
20.4214,18.0216
20.839,34.7009
29.5155,5.78175
42.173,47.5176
25.5035,48.6475
25.9791,18.5669
33.6542,5.47634
48.297,11.5046
33.7049,13.1245
41.5498,30.6062
42.3311,22.6404
40.0636,29.5081
21.1959,34.1042
48.9547,24.4472
12.475,30.6191
44.6316,27.8964
43.6407,15.4706
12.5973,23.1562
16.2524,49.7703
20.6738,36.7559
48.4178,41.6529
5.32282,32.072
42.1293,48.6198
38.5765,25.8342
11.7443,30.1263
6.44032,49.0754
47.7668,41.5039
28.5835,18.9627
25.6082,27.5382
38.4099,33.0831
8.15726,33.0415
10.9795,46.798
43.5121,18.5768
19.9541,9.76447
18.3471,35.628
41.5204,16.7649
27.2809,41.8432
43.8369,19.4102
40.463,32.4134
40.2443,47.2073
12.5397,41.6846
46.2827,10.3065
33.1886,24.8662
24.2692,8.79674
47.4044,12.6792
36.8799,5.56161
40.7207,42.8594
47.3596,34.2328
11.4362,17.3137
38.9972,24.7833
47.9416,30.5176
36.5482,25.2225
22.3608,30.3851
39.6327,12.8238
12.7985,29.877
10.0311,20.3382
21.5616,6.31376
25.6447,49.7502
26.1799,44.914
8.54696,23.5843
7.59313,40.4268
24.1459,43.3138
33.2862,21.5055
27.5466,39.7224
33.8191,16.5438
14.5057,31.7608
42.0614,46.0539
6.98333,14.4222
26.439,41.616
22.246,34.2374
21.493,27.2771
49.5756,38.0547
28.5908,25.2204
37.8049,49.7707
20.1343,41.3519
23.355,22.7275
31.7787,42.5009
16.0413,15.0649
14.0064,38.5878
49.7874,42.8255
5.13165,14.2931
24.5863,42.1931
10.347,26.5697
6.61529,31.786
18.1857,23.8613
16.0234,34.6787
46.1383,15.599
22.7334,24.7291
35.8194,10.5383
24.4999,5.95369
46.8902,42.8549
23.6811,28.6689
35.3558,34.7224
38.7339,44.3622
23.3102,38.5212
37.1877,23.4419
47.8143,11.7741
15.635,8.16129
33.3437,17.2503
34.9472,46.5294
36.1115,45.9706
31.2082,32.2499
11.5696,48.9416
6.97899,42.389
9.47992,26.4789
43.3427,6.37013
19.3338,17.0239
30.0391,49.6896
46.7463,18.7729
44.0518,20.0565
7.29416,31.2396
38.4984,5.10847
38.0136,49.1333
8.26976,21.3573
16.3836,38.217
17.8868,47.4951
34.1876,44.0949
29.745,40.7573
43.0365,31.724
33.1463,47.5164
8.20287,26.489
48.8865,22.5366
38.5129,28.9256
22.2263,35.2591
42.6985,16.2781
5.31562,44.9927
42.5176,38.814
45.1012,30.5312
37.9473,48.3709
46.8886,49.3309
36.5879,14.7754
46.8261,20.7756
8.87026,26.5711
11.5329,46.9068
8.29508,39.6792
44.4232,11.4979
16.1682,43.3097
29.0346,49.681
22.2353,46.2609
34.9402,14.9338
12.5389,35.2558
9.92656,5.05657
24.0698,5.02773
30.5878,12.0171
48.3987,27.4764
11.3481,34.9866
37.2518,8.17416
5.76218,41.122
29.7452,12.295
38.0288,33.0403
46.9742,32.4519
39.5383,13.1424
25.7616,18.5729
12.8234,42.9969
14.8337,42.7636
7.9308,22.3727
28.0194,12.8574
22.4292,47.0891
12.8851,48.0171
9.10626,11.2838
25.4935,15.4543
41.2704,12.7453
18.6285,42.0325
48.8673,43.3737
49.3276,36.8961
26.4141,46.3018
19.348,15.9523
9.44413,40.1097
29.5252,17.2675
33.1066,39.3589
10.0311,36.0374
11.7316,33.0505
43.8948,29.1609
30.1396,6.77986
27.1779,34.2459
13.0636,47.6714
44.7002,49.334
10.4167,13.3287
41.3665,9.28397
6.70244,40.6941
41.1801,28.1165
36.9958,10.5281
39.0688,41.44
45.6378,18.594
8.7075,28.7444
7.95298,13.7386
14.7818,14.6846
41.7891,8.67658
38.8454,21.9287
10.4564,16.0234
6.17461,18.5201
13.6948,45.8748
17.854,19.1115
9.20354,9.22056
23.3954,10.906
44.9146,14.5755
34.0225,31.9105
20.1036,23.0913
23.3504,15.7413
36.6854,27.058
39.4857,39.6383
35.7966,49.2675
49.3229,27.5857
7.9441,38.1684
44.5144,13.4005
49.1917,45.689
26.9206,12.8865
41.5638,39.7746
26.998,45.7673
43.9952,45.3934
6.67333,38.9098
9.96887,35.6958
20.8203,25.0724
8.78712,39.1708
35.8138,40.4725
16.2287,25.2995
30.1108,47.0253
24.567,29.4338
24.611,27.5111
17.6021,19.1253
35.9116,16.7938
14.8143,12.8322
24.6804,6.37814
47.6069,46.6783
47.1455,41.6021
42.0717,48.8188
30.5119,47.0406
34.5146,46.3322
22.113,38.3018
35.503,7.92678
28.7742,46.7317
28.2263,8.88506
43.757,47.7933
33.3188,18.368
25.3043,45.9209
32.4933,11.216
12.7148,42.3077
19.0482,32.3951
43.6858,16.6551
29.0735,40.8313
8.25717,21.1452
39.6501,33.7691
18.1858,24.1647
30.1013,35.2988
12.4665,15.6043
38.2255,36.2407
12.3361,16.4518
40.1258,6.09312
14.245,23.4446
19.4611,34.5494
19.3655,46.9545
40.7654,27.0803
39.2621,9.81358
9.47545,32.9479
21.4687,33.5489
23.7792,24.7258
49.6941,13.4293
8.49493,17.8798
32.5941,33.5963
48.1786,40.0606
44.2006,36.4042
26.3013,6.5367
47.8559,16.4271
7.62982,12.101
34.8717,22.0909
41.6504,49.2372
19.0454,32.4158
26.3175,8.30751
37.2293,30.7929
36.2554,8.69802
14.3418,10.0347
28.4239,14.0359
18.464,31.9188
26.9158,46.0581
15.5151,25.0944
36.1186,9.71566
11.4986,12.4199
11.2524,9.3545
23.847,13.8822
16.4555,8.71863
30.9731,8.10589
7.95581,45.0185
35.5216,29.2733
48.326,22.751
10.0662,34.5815
26.449,19.4081
39.6161,49.8729
28.444,8.08011
31.7917,5.35981
49.1382,42.3067
25.4542,35.2568
47.0224,31.9528
42.6767,8.27472
36.3073,16.5237
17.1569,47.7628
20.2423,43.13
5.86866,23.1982
38.1485,36.3903
47.4714,36.4745
9.14129,7.53766
21.056,30.5903
21.9457,10.6721
30.4632,45.3897
